Nom du client,Delivery_Method,Unique_Site_Identifier,Code IPACT,No de site,Nomdesite,Adresse,Suffixe,Rue,Ville,Postal code,Prov,In Territory,Access Type,Speed,NPANXX,Tier,Delivery Method,RFP Lot,SupplierName From Real Time,Package,Management Level,IPACT - MR COGS,IPACT - NR COGS,COGS(long),MRC inv. Oct '19,OLD MRC - Don't use,SC1,SC2-GL,SC2-PB,SC3-GL,SC3-PB,SC4,SC5-GL,SC5-PB,SC6-GL,SC6-PB,CMO GM,CMO+50% GM,CMO+50%,MRC for cost,MRC for 15% margin,Off-net Cat
Loto-Québec,,000000000003056317-0001,3056,317-0001,16997-STMAB-CE1,699,RTE,DE L'EGILISE,SAINT-JEAN-PORTJJOLI,G0R 3G0,QC,Non,DSL VPN,64 Kbps,418598,,,Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000045373-0002,4537,3-0002,14483-RMKI1-CE1,519,BOUL,PERRON,MARIA,G0C 1Y0,QC,Non,DSL VPN,64 Kbps,418759,,,Lot4,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045416-0001,4541,6-0001,13765-RMKI1-CE1,523,boul,Perron,Carleton,G0C 1J0,QC,Non,DSL VPN,64 Kbps,418364,,,#N/A,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000045604-0003,4560,4-0003,13617-STMAB-CE1,482,Rte,138,Donnacona,G3M 1C2,QC,Non,DSL VPN,64 Kbps,418285,,,Lot2,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000045595-0002,4559,5-0002,13232-STMAB-CE1,430,Rte,138,Donnacona,G3M1C2,QC,Non,DSL VPN,64 Kbps,418285,,,Lot2,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000045272-0003,4527,2-0003,11019-RMKI1-CE1,120,BOUT,PERRON OUEST,NEW-RICHMOND,G0C2B0,QC,Non,DSL VPN,64 Kbps,418392,,,Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000043266-0003,4326,6-0003,10855-STJEAN-CE1,156,AVENUE,16,VENISE-EN-QUÉBEC,J0J2K0,QC,Non,DDS,56 Kbps,450244,,,Lot3,Independent Settlements,High Performance,NetControl,,,-17.01,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,NA,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045415-0002,4541,5-0002,10619-RMKI1-CE1,686,BOUL,PERRON,CARLETON,G0C1J0,QC,Non,DSL VPN,64 Kbps,418364,,,Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000046135-0002,4613,5-0002,07868-STMAB-CE1,345,Côte,Joyeuse,St-Raymond,G3L4A8,QC,Non,DSL VPN,64 Kbps,418337,,,Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000046134-0002,4613,4-0002,07866-STMAB-CE1,150,Av,St-Jacques,St-Raymond,G3L3Y5,QC,Non,DSL VPN,64 Kbps,418337,,,Lot2,TELUS Quebec,Enhanced,NetControl,,,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045552-0001,4555,2-0001,06806-STMAB-CE1,325,,DE L'ÉGLISE,DONNACONA,G3M2A2,QC,Non,DSL VPN,64 Kbps,418285,,,Lot2,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045375-0003,4537,5-0003,04849-RMKI1-CE1,549,BOUL,PERRON,CARLETON,G0C1J0,QC,Non,DSL VPN,64 Kbps,418364,,,Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),000000000001861732-0002,1861,732-0002,15054-RMKI1-CE1,1065,,PRINCIPALE,ALBERTVILLE,G0J1A0,QC,Non,DSL VPN,64 Kbps,418756,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000045681-0002,4568,1-0002,03611-STMAB-CE1,171,Rue,Lacordaire,Sainte-Thècle,G0X3G0,QC,Non,DSL VPN,64 Kbps,418289,,,Lot2,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045603-0001,4560,3-0001,03248-STMAB-CE1,390,DU,DU MOULIN,ST-TITE,G0X3H0,QC,Non,DSL VPN,64 Kbps,418365,,,Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000045594-0002,4559,4-0002,02455-STMAB-CE1,325,,DE L'ÉGLISE,DONNACONA,G3M2A2,QC,Non,DSL VPN,64 Kbps,418285,,,Lot2,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,,0000000000045376-0002,4537,6-0002,01947-RMKI1-CE1,561,BD,Perron,Carleton,G0C1J0,QC,Non,DSL VPN,64 Kbps,418364,,,Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045414-0001,4541,4-0001,01698-RMKI1-CE1,674,BD,Perron,Carleton,G0C1J0,QC,Non,DSL VPN,64 Kbps,418364,,,Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045412-0001,4541,2-0001,00721-RMKI1-CE1,122,RTE,132 O,St-Omer,G0C2Z0,QC,Non,DSL VPN,64 Kbps,418364,,,Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000044172-0002,4417,2-0002,02909-RMKI1-CE1,33,BD E,Saint-Benoit,AMQUI,G5J2B8,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000044211-0002,4421,1-0002,06304-RMKI1-CE1,19,RUE,DU CARREFOUR SPORTIF,AMQUI,G5J3E3,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,0,75,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),000000000003054498-0002,3054,498-0002,07260A-RMKI1-CE1,30,BD,ST BENOIT,AMQUI,G5J2B7,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000044181-0002,4418,1-0002,09517-RMKI1-CE1,80,RUE,DE LA FABRIQUE,AMQUI,G5J1G2,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000044212-0002,4421,2-0002,11453-RMKI1-CE1,88,RUE,DU PARC,AMQUI,G5J2L6,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000044213-0002,4421,3-0002,12031-RMKI1-CE1,320,ouest,St Benoit,AMQUI,G5J2G2,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000044214-0002,4421,4-0002,12118-RMKI1-CE1,219,est,St Benoit,AMQUI,G5J2C2,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000044231-0002,4423,1-0002,14411-RMKI1-CE1,20,RUE,DU PONT,AMQUI,G5J2P5,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000042923-0003,4292,3-0003,13464-RMKI1-CE1,1040-C,RTE,195,ST-VIANNEY,G0J3J0,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),000000000003054733-0001,3054,733-0001,16549-RMKI1-CE1,87,RUE,PRINCIPALE,ST-VALÉRIEN,G0L4E0,QC,Non,DSL VPN,64 Kbps,418736,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000043671-0002,4367,1-0002,00723-RMKI1-CE1,104,Rue,Ulric tessier,St-Ulric-De-Matane,G0J3H0,QC,Non,DSL VPN,64 Kbps,418737,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,71.78,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),000000000003039759-0002,3039,759-0002,15953-STMAB-CE1,995,route,153,ST-TITE,G0X3H0,QC,Non,DSL VPN,64 Kbps,418365,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045633-0002,4563,3-0002,09209-STMAB-CE1,621,Rte,153,St-Tite,G0X3H0,QC,Non,DSL VPN,64 Kbps,418365,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045632-0002,4563,2-0002,09204-STMAB-CE1,651,Rue,du Moulin,St-Tite,G0X3H0,QC,Non,DSL VPN,64 Kbps,418365,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000042924-0002,4292,4-0002,11736-RMKI1-CE1,65,RUE,"PRINCIPALE, O",ST-THARCISIUS,G0J3G0,QC,Non,DSL VPN,64 Kbps,418629,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045204-0002,4520,4-0002,06854-RMKI1-CE1,165,Boul,Perron,St-Siméon-de-Bonaventure,G0C3A0,QC,Non,DSL VPN,64 Kbps,418534,3,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000046173-0002,4617,3-0002,13659-STMAB-CE1,212,Av,St-Jacques,St-Raymond,G3L3Y8,QC,Non,DSL VPN,64 Kbps,418337,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000046172-0002,4617,2-0002,04192-STMAB-CE1,775,Rue,St-Joseph,St-Raymond,G3L1M4,QC,Non,DSL VPN,64 Kbps,418337,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000046092-0002,4609,2-0002,01288-STMAB-CE1,205,Rue,St-Joseph,St-Raymond,G3L1H9,QC,Non,DSL VPN,64 Kbps,418337,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000046986-0002,4698,6-0002,08982-STMAB-CE1,2650,AV,25,ST-PROSPER-DE-DORCHESTER,G0M1Y0,QC,Non,DSL VPN,64 Kbps,418594,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),00000000000532253-0002,5322,53-0002,05116-DAIGUIL2-CE1,691,BD,LAFLÈCHE,BAIE-COMEAU,G5C1C4,QC,Non,DSL VPN,64 Kbps,418589,3,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,71.78,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000046964-0002,4696,4-0002,06669-STMAB-CE1,3649,AV,20,ST-PROSPER-DE-DORCHESTER,G0M1Y0,QC,Non,DSL VPN,64 Kbps,418594,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),000000000003039192-0002,3039,192-0002,15407-STMAB-CE1,661A,rue,Principale,St-Pierre-de-la-Riviere-Sud,G0R4B0,QC,Non,DSL VPN,64 Kbps,418248,3,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),000000000001861674-0002,1861,674-0002,15008-DAIGUIL2-CE1,680,BD,LAFLÈCHE,BAIE-COMEAU,G5C1C3,QC,Non,DSL VPN,64 Kbps,418589,3,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,71.78,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000043665-0002,4366,5-0002,04155-RMKI1-CE1,172,RTE,Rte 132,Baie-des-Sables,G0J1C0,QC,Non,DSL VPN,64 Kbps,418772,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,71.78,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),00000000000477431-0002,4774,31-0002,08938A-STMAB-CE1,35,,PRINCIPALE,ST-PAMPHILE,G0R3X0,QC,Non,DSL VPN,64 Kbps,418356,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,,,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000043473-0002,4347,3-0002,13379-RMKI1-CE1,467,CH,DUCHESNIER,ST-NARCISSE-DE-RIMOUSKI,G0K1S0,QC,Non,DSL VPN,64 Kbps,418735,3,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045814-0002,4581,4-0002,14602-STMAB-CE1,311,Rue,de l'Église,St-Narcisse,G0X2Y0,QC,Non,DSL VPN,64 Kbps,418328,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000046035-0002,4603,5-0002,11636-STMAB-CE1,1800,BOUL,BONA-DUSSAULT,ST-MARC-DES-CARRIÈRES,G0A4B0,QC,Non,DSL VPN,64 Kbps,418268,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000046031-0002,4603,1-0002,01273-STMAB-CE1,655,Av,Bona Dussault,St-Marc-Des-Carrières,G0A4B0,QC,Non,DSL VPN,64 Kbps,418268,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,65,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047354-0003,4735,4-0003,14646-STMAB-CE1,621,Boulevard,Henderson,St-Malachie,G0R3N0,QC,Non,DSL VPN,64 Kbps,418642,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047352-0002,4735,2-0002,10554-STMAB-CE1,1231,Avenue,Principale,St-Malachie,G0R3N0,QC,Non,DSL VPN,64 Kbps,418642,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047351-0002,4735,1-0002,08971-STMAB-CE1,404,rue,Principale,St-Léon-de-Standon,G0R4R0,QC,Non,DSL VPN,64 Kbps,418642,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000046081-0003,4608,1-0003,04051-STMAB-CE1,584,Rue,Principale,St-Léonard-de-Portneuf,G0A4A0,QC,Non,DSL VPN,64 Kbps,418337,4,Off-Net (ReSale),Lot2,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),000000000003039371-0002,3039,371-0002,15683-STMAB-CE1,181,Rue,Principale,St-Lazare-de-Bellechasse,G0R3J0,QC,Non,DSL VPN,64 Kbps,418883,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,,,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047381-0002,4738,1-0002,05545-STMAB-CE1,261,Rte,279,St-Lazare-de-Bellechasse,G0R3J0,QC,Non,DSL VPN,64 Kbps,418883,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047293-0002,4729,3-0002,07613-STMAB-CE1,1370,RUE,DU PONT,ST-LAMBERT-DE-LÉVIS,G0S2W0,QC,Non,DSL VPN,64 Kbps,418889,4,Off-Net (ReSale),Lot3,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047292-0003,4729,2-0003,13537-STMAB-CE1,1285,RUE,DU PONT,ST-LAMBERT-DE-LAUZON,G0S2W0,QC,Non,DSL VPN,64 Kbps,418889,4,Off-Net (ReSale),Lot3,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047311-0002,4731,1-0002,10237-STMAB-CE1,1142,rue,Du Pont,St-Lambert-de-Lauzon,G0S2W0,QC,Non,DSL VPN,64 Kbps,418889,4,Off-Net (ReSale),Lot3,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047291-0002,4729,1-0002,03271-STMAB-CE1,1144,RUE,BELLEVUE,ST-LAMBERT DE LEVIS,G0S2W0,QC,Non,DSL VPN,64 Kbps,418889,4,Off-Net (ReSale),Lot3,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),000000000003054858-0001,3054,858-0001,16685-STMAB-CE1,1276,,DU PONT,ST-LAMBERT DE LAUZON,G0S2W0,QC,Non,DSL VPN,64 Kbps,418889,4,Off-Net (ReSale),Lot3,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047174-0002,4717,4-0002,08974-STMAB-CE1,1021,AV,DU PALAIS,ST-JOSEPH-DE-BEAUCE,G0S2V0,QC,Non,DSL VPN,64 Kbps,418397,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,74.52,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047634-0002,4763,4-0002,13824-STMAB-CE1,445,rte,de l'Eglise,St-Jean-Port-Joli,G0R3E0,QC,Non,DSL VPN,64 Kbps,418598,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),00000000000476338-0002,4763,38-0002,13718-STMAB-CE1,716,RTE,DE L'ÉGLISE,ST-JEAN-PORT-JOLI,G0R3G0,QC,Non,DSL VPN,64 Kbps,418598,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047635-0002,4763,5-0002,11485-STMAB-CE1,704,RTE,DE L'ÉGLISE,ST-JEAN-PORT-JOLI,G0R3G0,QC,Non,DSL VPN,64 Kbps,418598,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047646-0003,4764,6-0003,07801-STMAB-CE1,74,AV,de Gaspé Est,St-Jean-Port-Joli,G0R3G0,QC,Non,DSL VPN,64 Kbps,418598,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047316-0002,4731,6-0002,13215-STMAB-CE1,178,Rue,Ste-Geneviève,St-Isidore-De-Dorchester,G0S2S0,QC,Non,DSL VPN,64 Kbps,418882,3,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000045257-0002,4525,7-0002,05403-STMAB-CE1,2112,RTE,KENNEDY,ST-ISIDORE,G0S2S0,QC,Non,DSL VPN,64 Kbps,418882,3,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047277-0003,4727,7-0003,09011-STMAB-CE1,59,Rte,Campagna,St-Henri-de-Lévis,G0R3E0,QC,Non,DSL VPN,64 Kbps,418882,4,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,125,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047295-0002,4729,5-0002,07844-STMAB-CE1,55,RTE,CAMPAGNA,ST-HENRI-DE-LÉVIS,G0R3E0,QC,Non,DSL VPN,64 Kbps,418882,3,Off-Net (ReSale),Lot4,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
Loto-Québec,Off-Net (ReSale),0000000000047275-0003,4727,5-0003,07857-STMAB-CE1,1665,Rue,Principale,St-Gilles,G0S2P0,QC,Non,DSL VPN,64 Kbps,418888,4,Off-Net (ReSale),Lot3,TELUS Quebec,Enhanced,NetControl,75,225,75.55,92,92,138,405,587,275,405,138,405,587,275,405,1,NA,138,NA,NA,CMO with more than 15% margin
